Move Number,Eval,Centipawn Loss,Time Left,Time Spent
20b,-0.69,0.030000000000000027,46,0
21w,-0.73,0.040000000000000036,38,0
21b,-0.76,0,45,1
22w,-0.91,0.15000000000000002,37,1
22b,-0.07,0.8400000000000001,43,2
23w,-0.12,0.04999999999999999,36,1
23b,-0.09,0.03,42,1
24w,-0.09,0,35,1
24b,-0.14,0,42,0
25w,-0.23,0.09,34,1
25b,1.74,1.97,40,2
26w,-0.08,1.82,33,1
26b,0.63,0.71,36,4
27w,0.29,0.34,31,2
27b,0.52,0.23000000000000004,32,4
28w,0.35,0.17000000000000004,30,1
28b,2.12,1.77,27,5
29w,1.17,0.9500000000000002,29,1
29b,3.8,2.63,26,1
30w,3.71,0.08999999999999986,27,2
30b,7.3,3.59,25,1
31w,7.08,0.21999999999999975,26,1
31b,10.0,2.92,24,1
32w,1.08,8.92,23,3
32b,10.0,8.92,23,1
1w,0.07,0,180,0
1b,0.18,0.10999999999999999,180,0
2w,-0.18,0.36,180,0
2b,0.14,0.32,174,6
3w,-0.27,0.41000000000000003,180,0
3b,-0.29,0,163,11
4w,-0.85,0.56,179,1
4b,-0.65,0.19999999999999996,162,1
5w,-0.71,0.05999999999999994,178,1
5b,-0.55,0.15999999999999992,161,1
6w,-0.78,0.22999999999999998,176,2
6b,-0.51,0.27,160,1
7w,-0.56,0.050000000000000044,175,1
7b,-0.4,0.16000000000000003,157,3
8w,-0.45,0.04999999999999999,173,2
8b,-0.39,0.06,156,1
9w,-1.76,1.37,168,5
9b,-0.11,1.65,150,6
10w,-0.16,0.05,167,1
10b,-0.16,0,148,2
11w,-0.19,0.03,167,0
11b,-0.1,0.09,147,1
12w,-0.12,0.01999999999999999,167,0
12b,0.0,0.12,147,0
13w,0.16,0,165,2
13b,0.04,0,141,6
14w,-0.03,0.07,155,10
14b,0.18,0.21,131,10
15w,-0.93,1.11,136,19
15b,-0.78,0.15000000000000002,128,3
16w,-1.23,0.44999999999999996,123,13
16b,-0.98,0.25,123,5
17w,-2.3,1.3199999999999998,106,17
17b,-2.15,0.1499999999999999,113,10
18w,-6.67,4.52,92,14
18b,5.25,11.92,110,3
19w,5.08,0.16999999999999993,77,15
19b,4.8,0,97,13
20w,3.46,1.3399999999999999,49,28
20b,3.22,0,95,2
21w,1.56,1.6600000000000001,49,0
21b,1.52,0,86,9
22w,-0.81,2.33,42,7
22b,-0.01,0.8,82,4
23w,-3.55,3.54,40,2
23b,-0.23,3.32,78,4
24w,-0.65,0.42000000000000004,37,3
24b,3.77,4.42,68,10
25w,0.13,3.64,34,3
25b,0.21,0.07999999999999999,67,1
26w,0.11,0.09999999999999999,27,7
26b,0.5,0.39,64,3
27w,0.07,0.43,26,1
27b,0.4,0.33,57,7
28w,0.0,0.4,26,0
28b,0.0,0,56,1
29w,0.0,0,26,0
29b,0.0,0,52,4
30w,0.0,0,23,3
30b,0.0,0,50,2
31w,-0.15,0.15,17,6
31b,0.0,0.15,48,2
32w,0.0,0,17,0
32b,0.0,0,46,2
33w,-7.25,7.25,16,1
33b,-0.08,7.17,33,13
34w,-0.49,0.41,15,1
34b,-0.5,0,29,4
35w,-1.59,1.09,14,1
35b,1.38,2.9699999999999998,25,4
36w,1.34,0.039999999999999813,13,1
36b,1.07,0,23,2
37w,-6.62,7.69,13,0
37b,-6.58,0.040000000000000036,21,2
38w,-6.59,0.009999999999999787,13,0
38b,-6.48,0.10999999999999943,19,2
39w,-6.48,0,13,0
39b,-6.6,0,17,2
40w,-6.49,0,12,1
40b,-5.86,0.6299999999999999,12,5
41w,-6.16,0.2999999999999998,12,0
41b,-5.97,0.1900000000000004,10,2
42w,-6.57,0.6000000000000005,10,2
42b,-6.45,0.1200000000000001,9,1
43w,-7.0,0.5499999999999998,9,1
43b,-6.87,0.1299999999999999,6,3
44w,-8.68,1.8099999999999996,7,2
44b,-8.29,0.39000000000000057,5,1
45w,-8.37,0.08000000000000007,7,0
45b,-8.3,0.06999999999999851,4,1
46w,-9.33,1.0299999999999994,7,0
46b,-8.12,1.2100000000000009,3,1
47w,-10.02,1.9000000000000004,6,1
47b,-5.11,4.909999999999999,2,1
48w,-9.9,4.79,6,0
48b,-7.97,1.9300000000000006,1,1
1w,0.08,0,180,0
1b,0.1,0.020000000000000004,180,0
2w,0.02,0.08,179,1
2b,0.15,0.13,179,1
3w,0.0,0.15,179,0
3b,0.0,0,176,3
4w,0.0,0,178,1
4b,0.17,0.17,173,3
5w,-0.13,0.30000000000000004,177,1
5b,0.72,0.85,171,2
6w,0.03,0.69,172,5
6b,1.03,1.0,169,2
7w,0.45,0.5800000000000001,167,5
7b,0.86,0.41,168,1
8w,0.2,0.6599999999999999,166,1
8b,0.2,0,155,13
9w,0.32,0,164,2
9b,0.2,0,151,4
10w,0.2,0,157,7
10b,0.26,0.06,144,7
11w,0.26,0,151,6
11b,0.35,0.08999999999999997,137,7
12w,0.31,0.03999999999999998,150,1
12b,0.29,0,137,0
13w,0.25,0.03999999999999998,148,2
13b,0.4,0.15000000000000002,111,26
14w,0.34,0.06,142,6
14b,0.62,0.27999999999999997,105,6
15w,0.55,0.06999999999999995,131,11
15b,1.95,1.4,104,1
16w,0.0,1.95,112,19
16b,0.08,0.08,99,5
17w,0.0,0.08,110,2
17b,0.08,0.08,98,1
18w,-0.89,0.97,109,1
18b,-0.84,0.050000000000000044,90,8
19w,-0.96,0.12,90,19
19b,-0.93,0.029999999999999916,88,2
20w,-1.07,0.14,84,6
20b,-1.12,0,80,8
21w,-0.98,0,83,1
21b,-0.45,0.53,75,5
22w,-0.65,0.2,79,4
22b,-0.09,0.56,69,6
23w,-1.14,1.0499999999999998,72,7
23b,-0.74,0.3999999999999999,58,11
24w,-1.27,0.53,71,1
24b,-0.4,0.87,54,4
25w,-1.08,0.68,68,3
25b,-0.18,0.9000000000000001,44,10
26w,-0.23,0.05000000000000002,55,13
26b,-0.45,0,43,1
27w,-3.74,3.29,48,7
27b,-0.7,3.04,35,8
28w,-1.24,0.54,46,2
28b,-1.25,0,35,0
29w,-1.4,0.1499999999999999,45,1
29b,-1.17,0.22999999999999998,25,10
30w,-1.65,0.48,42,3
30b,-1.42,0.22999999999999998,25,0
31w,-1.55,0.13000000000000012,32,10
31b,-0.78,0.77,19,6
32w,-1.55,0.77,24,8
32b,0.08,1.6300000000000001,10,9
33w,0.4,0,22,2
33b,1.17,0.7699999999999999,10,0
34w,0.0,1.17,17,5
34b,-0.08,0,9,1
35w,-6.16,6.08,10,7
35b,0.0,6.16,5,4
36w,0.0,0,8,2
36b,0.0,0,4,1
37w,0.0,0,7,1
37b,0.0,0,3,1
38w,0.0,0,7,0
38b,0.0,0,3,0
39w,-10.0,10.0,6,1
39b,-10.0,0,3,0
40w,-10.0,0,5,1
40b,-10.0,0,3,0
41w,-10.0,0,4,1
41b,-10.0,0,3,0
42w,-10.0,0,4,0
42b,-10.0,0,3,0
43w,-10.0,0,4,0
43b,-10.0,0,2,1
44w,-10.0,0,3,1
44b,-10.0,0,2,0
45w,-10.0,0,3,0
45b,-10.0,0,2,0
46w,-10.0,0,3,0
46b,-10.0,0,2,0
47w,-10.0,0,3,0
47b,-10.0,0,2,0
48w,-10.0,0,3,0
48b,-10.0,0,2,0
49w,-10.0,0,3,0
49b,-10.0,0,2,0
50w,-10.0,0,3,0
50b,-10.0,0,2,0
51w,-10.0,0,2,1
51b,-10.0,0,2,0
52w,-10.0,0,2,0
52b,-10.0,0,2,0
53w,-10.0,0,2,0
53b,-10.0,0,2,0
54w,-10.0,0,2,0
54b,-10.0,0,2,0
55w,-10.0,0,1,1
55b,-10.0,0,2,0
56w,-10.0,0,0,1
56b,-10.0,0,2,0
1w,0.08,0,180,0
1b,0.38,0.3,180,0
2w,0.49,0,174,6
2b,0.69,0.19999999999999996,179,1
3w,0.66,0.029999999999999916,171,3
3b,0.85,0.18999999999999995,179,0
4w,0.82,0.030000000000000027,167,4
4b,0.99,0.17000000000000004,177,2
5w,0.82,0.17000000000000004,162,5
5b,1.3,0.4800000000000001,175,2
6w,1.34,0,158,4
6b,1.32,0,174,1
7w,1.08,0.24,154,4
7b,1.35,0.27,172,2
8w,1.2,0.15000000000000013,151,3
8b,1.9,0.7,170,2
9w,2.13,0,144,7
9b,2.24,0.11000000000000032,166,4
10w,2.06,0.18000000000000016,140,4
10b,2.37,0.31000000000000005,165,1
11w,2.09,0.28000000000000025,136,4
11b,2.09,0,162,3
12w,1.92,0.16999999999999993,132,4
12b,2.02,0.10000000000000009,156,6
13w,1.88,0.14000000000000012,127,5
13b,1.95,0.07000000000000006,154,2
14w,1.86,0.08999999999999986,123,4
14b,2.88,1.0199999999999998,151,3
15w,2.1,0.7799999999999998,119,4
15b,2.77,0.6699999999999999,150,1
16w,2.77,0,115,4
16b,3.25,0.48,147,3
17w,2.55,0.7000000000000002,110,5
17b,2.87,0.3200000000000003,140,7
18w,2.75,0.1200000000000001,105,5
18b,6.85,4.1,128,12
19w,6.56,0.29000000000000004,99,6
19b,6.69,0.13000000000000078,133,-5
20w,6.48,0.20999999999999996,92,7
20b,6.53,0.04999999999999982,131,2
21w,6.46,0.07000000000000028,87,5
21b,7.47,1.0099999999999998,128,3
22w,7.22,0.25,82,5
22b,7.95,0.7300000000000004,127,1
23w,7.15,0.7999999999999998,77,5
23b,10.0,2.8499999999999996,122,5
24w,10.0,0,75,2
24b,10.0,0,116,6
1w,0.09,0,300,0
1b,0.12,0.03,300,0
2w,0.18,0,299,1
2b,0.1,0,298,2
3w,0.0,0.1,299,0
3b,0.09,0.09,295,3
4w,0.08,0.009999999999999995,299,0
4b,0.0,0,292,3
5w,0.07,0,280,19
5b,0.0,0,289,3
6w,0.18,0,266,14
6b,0.11,0,285,4
7w,0.13,0,262,4
7b,0.08,0,281,4
8w,0.02,0.06,249,13
8b,0.0,0,277,4
9w,-0.11,0.11,248,1
9b,0.41,0.52,274,3
10w,-0.07,0.48,233,15
10b,0.4,0.47000000000000003,270,4
11w,0.37,0.030000000000000027,214,19
11b,0.25,0,267,3
12w,0.39,0,179,35
12b,0.42,0.02999999999999997,257,10
13w,0.39,0.02999999999999997,164,15
13b,0.44,0.04999999999999999,245,12
14w,0.59,0,161,3
14b,0.8,0.21000000000000008,237,8
15w,1.14,0,146,15
15b,0.87,0,227,10
16w,0.16,0.71,136,10
16b,0.17,0.010000000000000009,220,7
17w,0.14,0.03,119,17
17b,0.08,0,216,4
18w,0.09,0,106,13
18b,0.0,0,210,6
19w,0.0,0,85,21
19b,0.0,0,204,6
20w,-0.26,0.26,79,6
20b,-0.22,0.04000000000000001,200,4
21w,-0.17,0,74,5
21b,-0.21,0,195,5
22w,-0.27,0.060000000000000026,73,1
22b,-0.17,0.1,193,2
23w,-0.5,0.32999999999999996,63,10
23b,-0.1,0.4,189,4
24w,-0.99,0.89,58,5
24b,-0.92,0.06999999999999995,186,3
25w,-1.01,0.08999999999999997,57,1
25b,-1.03,0,183,3
26w,-1.42,0.3899999999999999,53,4
26b,-1.22,0.19999999999999996,175,8
27w,-1.64,0.41999999999999993,51,2
27b,-1.12,0.5199999999999998,171,4
28w,-6.17,5.05,49,2
28b,-5.72,0.4500000000000002,166,5
29w,-9.0,3.2800000000000002,45,4
29b,-8.47,0.5299999999999994,163,3
30w,-9.12,0.6499999999999986,42,3
30b,-9.05,0.06999999999999851,156,7
31w,-9.05,0,37,5
31b,-8.94,0.11000000000000121,153,3
32w,-8.97,0.030000000000001137,36,1
32b,-8.86,0.11000000000000121,150,3
33w,-8.75,0,34,2
33b,-8.45,0.3000000000000007,147,3
34w,-10.28,1.83,32,2
34b,-9.7,0.5800000000000001,144,3
35w,-10.12,0.41999999999999993,30,2
35b,-9.5,0.6199999999999992,141,3
1w,0.09,0,300,0
1b,0.17,0.08000000000000002,300,0
2w,0.0,0.17,299,1
2b,0.16,0.16,299,1
3w,0.0,0.16,297,2
3b,0.25,0.25,299,0
4w,0.19,0.06,296,1
4b,0.3,0.10999999999999999,299,0
5w,0.0,0.3,295,1
5b,0.13,0.13,298,1
6w,0.0,0.13,294,1
6b,0.0,0,297,1
7w,-0.12,0.12,293,1
7b,0.12,0.24,296,1
8w,-0.15,0.27,292,1
8b,-0.08,0.06999999999999999,295,1
9w,-0.12,0.039999999999999994,281,11
9b,-0.08,0.039999999999999994,293,2
10w,-0.27,0.19,278,3
10b,-0.17,0.1,292,1
11w,-0.34,0.17,276,2
11b,-0.16,0.18000000000000002,284,8
12w,-0.47,0.30999999999999994,274,2
12b,-0.1,0.37,271,13
13w,-0.17,0.07,271,3
13b,0.0,0.17,268,3
14w,-0.15,0.15,269,2
14b,1.03,1.18,256,12
15w,0.9,0.13,266,3
15b,1.02,0.12,256,0
16w,-0.29,1.31,259,7
16b,0.2,0.49,247,9
17w,0.2,0,252,7
17b,0.51,0.31,234,13
18w,0.38,0.13,250,2
18b,0.22,0,220,14
19w,-5.82,6.04,246,4
19b,-5.66,0.16000000000000014,214,6
20w,-7.06,1.3999999999999995,243,3
20b,-6.97,0.08999999999999986,211,3
1w,0.07,0,60,0
1b,0.2,0.13,60,0
2w,-0.02,0.22,59,1
2b,0.23,0.25,60,0
3w,0.07,0.16,59,0
3b,0.12,0.04999999999999999,59,1
4w,-0.35,0.47,58,1
4b,-0.31,0.03999999999999998,59,0
5w,-0.48,0.16999999999999998,57,1
5b,-0.16,0.31999999999999995,59,0
6w,-0.21,0.04999999999999999,57,0
6b,-0.09,0.12,58,1
7w,-0.08,0,56,1
7b,0.13,0.21000000000000002,56,2
8w,0.31,0,56,0
8b,0.81,0.5,56,0
9w,0.66,0.15000000000000002,55,1
9b,0.74,0.07999999999999996,56,0
10w,0.88,0,53,2
10b,0.76,0,56,0
11w,0.77,0,52,1
11b,1.23,0.45999999999999996,55,1
12w,0.98,0.25,50,2
12b,1.24,0.26,55,0
13w,1.36,0,50,0
13b,2.02,0.6599999999999999,52,3
14w,1.75,0.27,49,1
14b,3.13,1.38,50,2
15w,2.35,0.7799999999999998,46,3
15b,4.23,1.8800000000000003,49,1
16w,3.72,0.5100000000000002,44,2
16b,3.72,0,47,2
17w,2.4,1.3200000000000003,44,0
17b,4.98,2.5800000000000005,37,10
18w,4.82,0.16000000000000014,43,1
18b,7.91,3.09,35,2
1w,0.08,0,60,0
1b,0.1,0.020000000000000004,60,0
2w,0.02,0.08,59,1
2b,0.17,0.15000000000000002,59,1
3w,0.0,0.17,58,1
3b,0.35,0.35,59,0
4w,-3.32,3.67,56,2
4b,-3.31,0.009999999999999787,58,1
5w,-4.06,0.7499999999999996,55,1
5b,-3.83,0.22999999999999954,57,1
6w,-3.88,0.04999999999999982,54,1
6b,-3.84,0.040000000000000036,55,2
7w,-3.8,0,52,2
7b,-3.76,0.040000000000000036,54,1
8w,-3.73,0,51,1
8b,-3.8,0,50,4
9w,-3.75,0,50,1
9b,-3.54,0.20999999999999996,50,0
10w,-3.64,0.10000000000000009,49,1
10b,-3.54,0.10000000000000009,50,0
11w,-4.02,0.47999999999999954,48,1
11b,-3.7,0.3199999999999994,49,1
12w,-3.91,0.20999999999999996,47,1
12b,-3.68,0.22999999999999998,46,3
13w,-3.78,0.09999999999999964,46,1
13b,-3.39,0.3899999999999997,45,1
14w,-3.83,0.43999999999999995,45,1
14b,-2.99,0.8399999999999999,44,1
15w,-3.12,0.1299999999999999,44,1
15b,-2.33,0.79,43,1
16w,-2.36,0.029999999999999805,43,1
16b,-2.26,0.10000000000000009,42,1
17w,-2.34,0.08000000000000007,42,1
17b,-2.26,0.08000000000000007,40,2
18w,-2.27,0.010000000000000231,41,1
18b,-2.22,0.04999999999999982,39,1
19w,-2.35,0.1299999999999999,40,1
19b,-2.16,0.18999999999999995,39,0
20w,-2.17,0.009999999999999787,38,2
20b,-1.88,0.29000000000000004,36,3
21w,-1.87,0,37,1
21b,-1.79,0.08000000000000007,36,0
22w,-2.04,0.25,36,1
22b,-2.03,0.010000000000000231,36,0
23w,-1.98,0,35,1
23b,-1.8,0.17999999999999994,35,1
24w,-1.89,0.08999999999999986,34,1
24b,-1.92,0,33,2
25w,-1.92,0,33,1
25b,-1.23,0.69,32,1
26w,-1.27,0.040000000000000036,32,1
26b,-0.84,0.43000000000000005,31,1
27w,-1.03,0.19000000000000006,31,1
27b,-0.61,0.42000000000000004,28,3
28w,-1.04,0.43000000000000005,30,1
28b,0.0,1.04,23,5
29w,0.0,0,29,1
29b,-0.07,0,22,1
30w,-0.3,0.22999999999999998,28,1
30b,0.19,0.49,20,2
31w,0.03,0.16,26,2
31b,1.08,1.05,18,2
32w,0.91,0.17000000000000004,25,1
32b,1.67,0.7599999999999999,18,0
33w,1.46,0.20999999999999996,24,1
33b,1.41,0,16,2
34w,1.22,0.18999999999999995,23,1
34b,1.72,0.5,10,6
35w,1.71,0.010000000000000009,22,1
35b,2.92,1.21,10,0
36w,2.79,0.1299999999999999,21,1
36b,2.8,0.009999999999999787,9,1
37w,2.52,0.2799999999999998,20,1
37b,8.51,5.99,7,2
38w,8.07,0.4399999999999995,19,1
38b,8.87,0.7999999999999989,7,0
39w,8.44,0.4299999999999997,18,1
39b,10.12,1.6799999999999997,5,2
40w,9.75,0.3699999999999992,17,1
40b,10.46,0.7100000000000009,4,1
1w,0.09,0,300,0
1b,0.23,0.14,300,0
2w,0.25,0,299,1
2b,0.45,0.2,299,1
3w,-0.36,0.81,298,1
3b,0.29,0.6499999999999999,296,3
4w,0.33,0,295,3
4b,0.26,0,294,2
5w,0.31,0,294,1
5b,0.4,0.09000000000000002,294,0
6w,0.28,0.12,293,1
6b,0.2,0,293,1
7w,0.29,0,292,1
7b,0.25,0,293,0
8w,0.01,0.24,292,0
8b,0.85,0.84,289,4
9w,0.82,0.030000000000000027,286,6
9b,1.04,0.22000000000000008,279,10
10w,0.68,0.36,282,4
10b,0.82,0.1399999999999999,273,6
11w,0.82,0,281,1
11b,0.94,0.12,270,3
12w,0.67,0.2699999999999999,280,1
12b,1.06,0.39,266,4
13w,0.8,0.26,278,2
13b,1.43,0.6299999999999999,263,3
14w,-2.5,3.9299999999999997,271,7
14b,-2.38,0.1200000000000001,260,3
15w,-3.63,1.25,270,1
15b,-3.55,0.08000000000000007,259,1
16w,-3.53,0,267,3
16b,-3.45,0.07999999999999963,257,2
17w,-3.4,0,266,1
17b,-2.98,0.41999999999999993,256,1
18w,-3.48,0.5,265,1
18b,-3.47,0.009999999999999787,254,2
19w,-3.45,0,264,1
19b,-2.99,0.45999999999999996,252,2
20w,-2.99,0,261,3
20b,-0.8,2.1900000000000004,251,1
21w,-0.87,0.06999999999999995,257,4
21b,-0.56,0.30999999999999994,237,14
22w,-0.34,0,253,4
22b,-0.57,0,236,1
23w,-0.8,0.2300000000000001,246,7
23b,1.5,2.3,232,4
24w,1.42,0.08000000000000007,243,3
24b,1.5,0.08000000000000007,230,2
25w,1.12,0.3799999999999999,241,2
25b,1.27,0.1499999999999999,216,14
26w,0.96,0.31000000000000005,238,3
26b,1.87,0.9100000000000001,213,3
27w,-10.0,11.870000000000001,229,9
27b,-10.0,0,208,5
1w,0.08,0,180,3
1b,0.2,0.12000000000000001,180,3
2w,0.11,0.09000000000000001,181,2
2b,0.08,0,179,4
3w,0.02,0.06,183,1
3b,0.3,0.27999999999999997,178,4
4w,0.4,0,182,4
4b,0.42,0.019999999999999962,176,5
5w,0.24,0.18,184,1
5b,0.64,0.4,174,5
6w,0.32,0.32,186,1
6b,0.17,0,172,5
7w,0.25,0,187,2
7b,0.15,0,152,23
8w,0.06,0.09,186,4
8b,0.48,0.42,120,35
9w,0.3,0.18,186,3
9b,0.8,0.5,119,4
10w,-0.26,1.06,165,24
10b,0.21,0.47,116,6
11w,0.26,0,167,1
11b,0.25,0,116,3
12w,0.21,0.04000000000000001,127,43
12b,0.23,0.020000000000000018,114,5
13w,0.16,0.07,114,16
13b,0.22,0.06,112,5
14w,0.3,0,101,16
14b,0.5,0.2,109,6
15w,0.56,0,97,7
15b,0.51,0,105,7
16w,0.27,0.24,95,5
16b,0.88,0.61,103,5
17w,0.85,0.030000000000000027,95,3
17b,0.89,0.040000000000000036,101,5
18w,0.21,0.68,78,20
18b,0.27,0.060000000000000026,99,5
19w,0.23,0.04000000000000001,61,20
19b,0.35,0.11999999999999997,90,12
20w,0.23,0.11999999999999997,60,4
20b,0.47,0.23999999999999996,88,5
21w,0.08,0.38999999999999996,41,22
21b,0.12,0.039999999999999994,85,6
22w,-0.15,0.27,58,-14
22b,0.0,0.15,81,7
23w,-0.3,0.3,53,8
23b,-0.07,0.22999999999999998,78,6
24w,0.0,0,54,2
24b,0.0,0,75,6
25w,-0.15,0.15,45,12
25b,-0.05,0.09999999999999999,71,7
26w,-0.65,0.6,43,5
26b,-0.25,0.4,66,8
27w,-0.42,0.16999999999999998,39,7
27b,0.0,0.42,62,7
28w,-0.29,0.29,36,6
28b,-0.21,0.07999999999999999,59,6
29w,-0.23,0.020000000000000018,34,5
29b,-0.28,0,56,6
30w,-0.66,0.38,29,8
30b,-0.44,0.22000000000000003,53,6
31w,-0.73,0.29,28,4
31b,-0.72,0.010000000000000009,50,6
32w,-0.71,0,25,6
32b,-0.54,0.16999999999999993,49,4
33w,-0.65,0.10999999999999999,26,2
33b,-0.61,0.040000000000000036,46,6
34w,-0.51,0,27,2
34b,-0.63,0,45,4
35w,-0.62,0,26,4
35b,-0.65,0,43,5
36w,-1.31,0.66,17,12
36b,-1.06,0.25,40,6
37w,-1.19,0.1299999999999999,18,2
37b,-0.14,1.0499999999999998,38,5
38w,-0.66,0.52,19,2
38b,-0.41,0.25000000000000006,36,5
39w,-0.6,0.19,21,1
39b,-0.48,0.12,34,5
40w,-0.76,0.28,14,10
40b,-0.67,0.08999999999999997,31,6
41w,-0.52,0,14,3
41b,0.44,0.96,31,3
42w,0.32,0.12,13,4
42b,2.27,1.95,19,15
43w,2.34,0,6,10
43b,6.4,4.0600000000000005,19,3
44w,6.1,0.3000000000000007,4,5
44b,10.0,3.9000000000000004,12,10
45w,10.0,0,4,3
45b,10.0,0,11,4
46w,10.0,0,3,4
46b,10.0,0,12,2
1w,0.09,0,60,0
1b,0.23,0.14,60,0
2w,0.25,0,59,1
2b,0.28,0.030000000000000027,59,1
3w,0.27,0.010000000000000009,59,0
3b,0.34,0.07,59,0
4w,0.12,0.22000000000000003,57,2
4b,1.35,1.23,58,1
5w,0.03,1.32,56,1
5b,0.07,0.04000000000000001,57,1
6w,-0.03,0.1,55,1
6b,3.59,3.6199999999999997,56,1
7w,3.41,0.17999999999999972,54,1
7b,3.52,0.10999999999999988,54,2
8w,2.93,0.5899999999999999,53,1
8b,3.45,0.52,53,1
9w,3.36,0.0900000000000003,51,2
9b,3.45,0.0900000000000003,52,1
10w,3.03,0.4200000000000004,49,2
10b,3.01,0,51,1
11w,2.92,0.08999999999999986,48,1
11b,2.89,0,50,1
12w,2.55,0.3400000000000003,48,0
12b,2.64,0.0900000000000003,49,1
13w,2.55,0.0900000000000003,46,2
13b,2.63,0.08000000000000007,47,2
14w,2.57,0.06000000000000005,45,1
14b,2.51,0,46,1
15w,2.48,0.029999999999999805,40,5
15b,2.66,0.18000000000000016,45,1
16w,1.95,0.7100000000000002,40,0
16b,2.39,0.44000000000000017,44,1
17w,1.43,0.9600000000000002,38,2
17b,1.45,0.020000000000000018,43,1
18w,1.46,0,35,3
18b,1.58,0.1200000000000001,42,1
19w,-4.08,5.66,27,8
19b,-4.01,0.07000000000000028,41,1
20w,-4.02,0.009999999999999787,25,2
20b,-3.92,0.09999999999999964,40,1
21w,-4.05,0.1299999999999999,24,1
21b,-3.84,0.20999999999999996,39,1
22w,-3.96,0.1200000000000001,21,3
22b,-3.87,0.08999999999999986,38,1
23w,-3.83,0,20,1
23b,-3.6,0.22999999999999998,37,1
24w,-4.34,0.7399999999999998,18,2
24b,-4.22,0.1200000000000001,36,1
25w,-4.21,0,15,3
25b,-4.18,0.03000000000000025,35,1
26w,-7.25,3.0700000000000003,15,0
26b,-7.03,0.21999999999999975,34,1
1w,0.08,0,300,5
1b,0.1,0.020000000000000004,300,5
2w,0.17,0,301,4
2b,0.08,0,303,2
3w,0.02,0.06,305,1
3b,0.01,0,306,2
4w,-0.09,0.09999999999999999,307,3
4b,0.07,0.16,310,1
5w,0.04,0.030000000000000006,311,1
5b,0.06,0.019999999999999997,314,1
6w,0.0,0.06,314,2
6b,0.09,0.09,317,2
7w,0.0,0.09,317,2
7b,0.16,0.16,320,2
8w,0.04,0.12,321,1
8b,0.18,0.13999999999999999,324,1
9w,-0.04,0.22,325,1
9b,0.15,0.19,322,7
10w,-0.16,0.31,304,26
10b,0.01,0.17,311,16
11w,-0.02,0.03,309,0
11b,0.0,0.02,268,48
12w,-0.1,0.1,289,25
12b,0.43,0.53,260,13
13w,0.58,0,267,27
13b,0.67,0.09000000000000008,263,2
14w,0.53,0.14,271,1
14b,0.69,0.15999999999999992,251,17
15w,0.53,0.15999999999999992,275,1
15b,0.75,0.21999999999999997,252,4
16w,0.62,0.13,250,30
16b,0.7,0.07999999999999996,231,26
17w,0.2,0.49999999999999994,254,1
17b,0.66,0.46,222,14
18w,0.52,0.14,235,24
18b,0.9,0.38,212,15
19w,0.7,0.20000000000000007,212,28
19b,1.21,0.51,200,17
20w,1.07,0.1399999999999999,215,2
20b,1.12,0.050000000000000044,203,2
21w,0.95,0.17000000000000015,219,1
21b,1.0,0.050000000000000044,192,16
22w,1.14,0,216,8
22b,6.87,5.73,135,62
23w,6.8,0.07000000000000028,195,26
23b,10.0,3.2,115,25
24w,10.0,0,198,2
24b,10.0,0,117,3
25w,10.0,0,194,9
25b,10.0,0,120,2
26w,11.7,0,152,47
26b,10.0,0,112,13
27w,10.0,0,151,6
27b,10.0,0,115,2
28w,10.0,0,154,2
28b,10.0,0,113,7
29w,10.0,0,158,1
29b,10.0,0,117,1
30w,10.0,0,161,2
30b,10.0,0,117,5
31w,10.0,0,128,38
31b,10.0,0,121,1
1w,0.08,0,180,0
1b,0.1,0.020000000000000004,180,0
2w,0.01,0.09000000000000001,179,1
2b,0.02,0.01,177,3
3w,-0.12,0.13999999999999999,178,1
3b,-0.22,0,175,2
4w,-0.25,0.03,176,2
4b,-0.19,0.06,172,3
5w,-0.17,0,175,1
5b,-0.29,0,171,1
6w,-0.27,0,174,1
6b,-0.21,0.060000000000000026,169,2
7w,-0.32,0.11000000000000001,173,1
7b,-0.34,0,169,0
8w,-0.3,0,170,3
8b,-0.11,0.19,161,8
9w,-0.7,0.59,169,1
9b,-0.57,0.13,157,4
10w,-0.81,0.2400000000000001,167,2
10b,-0.37,0.44000000000000006,145,12
11w,-0.62,0.25,163,4
11b,-0.34,0.27999999999999997,135,10
12w,-0.35,0.009999999999999953,160,3
12b,-0.3,0.04999999999999999,135,0
13w,-0.27,0,158,2
13b,-0.21,0.060000000000000026,131,4
14w,-0.42,0.21,158,0
14b,-0.2,0.21999999999999997,128,3
15w,-0.34,0.14,155,3
15b,0.0,0.34,115,13
16w,-0.66,0.66,150,5
16b,-0.5,0.16000000000000003,110,5
17w,-0.5,0,148,2
17b,-0.32,0.18,108,2
18w,-0.45,0.13,143,5
18b,-0.55,0,108,0
19w,-1.01,0.45999999999999996,137,6
19b,-0.92,0.08999999999999997,104,4
20w,-0.89,0,135,2
20b,-0.78,0.10999999999999999,103,1
21w,-1.19,0.4099999999999999,131,4
21b,-0.93,0.2599999999999999,90,13
22w,-1.18,0.2499999999999999,112,19
22b,-1.0,0.17999999999999994,88,2
23w,-1.3,0.30000000000000004,101,11
23b,-1.19,0.1100000000000001,78,10
1w,0.09,0,60,0
1b,0.95,0.86,60,0
2w,0.89,0.05999999999999994,59,1
2b,1.47,0.58,59,1
3w,1.48,0,58,1
3b,2.17,0.69,59,0
