Move Number,Eval,Centipawn Loss,Time Left,Time Spent
4w,1.95,0.21999999999999997,58,0
4b,6.09,4.14,59,0
5w,2.59,3.5,57,1
5b,10.0,7.41,58,1
6w,3.74,6.26,55,2
6b,4.0,0.2599999999999998,57,1
7w,0.86,3.14,54,1
7b,0.88,0.020000000000000018,55,2
8w,0.89,0,53,1
8b,1.09,0.20000000000000007,54,1
9w,0.83,0.2600000000000001,52,1
9b,1.25,0.42000000000000004,53,1
10w,1.25,0,50,2
10b,1.12,0,51,2
11w,1.17,0,49,1
11b,1.17,0,50,1
12w,0.81,0.3599999999999999,48,1
12b,0.91,0.09999999999999998,49,1
13w,0.69,0.22000000000000008,48,0
13b,0.7,0.010000000000000009,48,1
14w,0.49,0.20999999999999996,41,7
14b,0.65,0.16000000000000003,47,1
15w,0.6,0.050000000000000044,39,2
15b,0.79,0.19000000000000006,45,2
16w,0.96,0,37,2
16b,1.16,0.19999999999999996,44,1
17w,-0.11,1.27,34,3
17b,-0.17,0,43,1
18w,-0.23,0.06,32,2
18b,0.0,0.23,42,1
19w,-0.07,0.07,31,1
19b,0.6,0.6699999999999999,41,1
20w,0.72,0,29,2
20b,0.54,0,40,1
21w,-4.65,5.19,28,1
21b,-4.45,0.20000000000000018,39,1
22w,-4.61,0.16000000000000014,27,1
22b,-4.58,0.03000000000000025,39,0
23w,-6.4,1.8200000000000003,24,3
23b,-6.02,0.3800000000000008,37,2
24w,-10.0,3.9800000000000004,22,2
24b,-10.0,0,37,0
25w,-10.0,0,18,4
25b,-10.0,0,35,2
1w,0.08,0,180,2
1b,0.07,0,180,2
2w,-0.24,0.31,179,3
2b,-0.12,0.12,180,2
3w,-0.2,0.08000000000000002,180,1
3b,-0.11,0.09000000000000001,172,10
4w,-0.25,0.14,180,2
4b,0.11,0.36,170,4
5w,-0.22,0.33,180,2
5b,-0.06,0.16,170,2
6w,-0.21,0.15,180,2
6b,-0.07,0.13999999999999999,167,5
7w,-0.53,0.46,170,12
7b,-0.25,0.28,145,24
8w,-0.27,0.020000000000000018,169,3
8b,0.15,0.42000000000000004,132,15
9w,0.25,0,170,1
9b,0.28,0.030000000000000027,129,5
10w,0.0,0.28,169,3
10b,0.0,0,127,4
11w,-0.09,0.09,169,2
11b,-0.03,0.06,127,2
12w,-0.02,0,171,0
12b,0.05,0.07,126,3
13w,0.0,0.05,173,0
13b,0.08,0.08,127,1
14w,-0.18,0.26,172,3
14b,0.0,0.18,125,4
15w,-0.06,0.06,159,15
15b,-0.05,0.009999999999999995,115,12
16w,-0.39,0.34,160,1
16b,-0.3,0.09000000000000002,115,2
17w,-0.77,0.47000000000000003,155,7
17b,-0.34,0.43,114,3
18w,-0.27,0,153,4
18b,-0.06,0.21000000000000002,107,9
19w,-0.35,0.29,152,3
19b,0.23,0.58,106,3
20w,0.12,0.11000000000000001,153,1
20b,0.16,0.04000000000000001,104,4
21w,-0.69,0.85,154,1
21b,-0.36,0.32999999999999996,97,9
22w,-1.08,0.7200000000000001,152,4
22b,2.05,3.13,95,4
23w,-1.59,3.6399999999999997,132,22
23b,-0.2,1.3900000000000001,34,63
24w,-0.22,0.01999999999999999,131,3
24b,-0.16,0.06,35,1
25w,-4.43,4.27,117,16
25b,-4.37,0.05999999999999961,30,7
26w,-4.22,0,114,5
26b,-3.43,0.7899999999999996,28,4
27w,-6.44,3.0100000000000002,114,2
27b,-6.22,0.22000000000000064,28,2
28w,-6.22,0,115,1
28b,-5.74,0.47999999999999954,27,3
29w,-9.92,4.18,117,0
29b,-9.52,0.40000000000000036,27,2
30w,-10.71,1.1900000000000013,118,1
30b,-10.11,0.6000000000000014,22,7
31w,-10.0,0,101,19
31b,-10.0,0,22,2
1w,0.09,0,60,0
1b,0.17,0.08000000000000002,60,0
2w,-0.07,0.24000000000000002,59,1
2b,-0.05,0.020000000000000004,58,2
3w,-0.49,0.44,57,2
3b,-0.05,0.44,57,1
4w,-1.07,1.02,56,1
4b,-0.77,0.30000000000000004,56,1
5w,-1.7,0.9299999999999999,55,1
5b,-1.53,0.16999999999999993,56,0
6w,-2.8,1.2699999999999998,54,1
6b,-2.57,0.22999999999999998,54,2
7w,-2.85,0.28000000000000025,52,2
7b,-2.19,0.6600000000000001,53,1
8w,-2.32,0.1299999999999999,51,1
8b,-2.16,0.1599999999999997,53,0
9w,-2.62,0.45999999999999996,51,0
9b,-2.33,0.29000000000000004,52,1
10w,-2.38,0.04999999999999982,49,2
10b,-2.09,0.29000000000000004,51,1
11w,-2.3,0.20999999999999996,48,1
11b,-2.02,0.2799999999999998,50,1
12w,-2.14,0.1200000000000001,47,1
12b,-2.03,0.11000000000000032,47,3
13w,-2.1,0.07000000000000028,46,1
13b,-2.2,0,45,2
14w,-2.5,0.2999999999999998,44,2
14b,-1.92,0.5800000000000001,42,3
15w,-2.18,0.26000000000000023,43,1
15b,-1.57,0.6100000000000001,42,0
16w,-1.45,0,42,1
16b,-1.27,0.17999999999999994,41,1
17w,-1.65,0.3799999999999999,41,1
17b,-1.35,0.2999999999999998,41,0
18w,-1.39,0.039999999999999813,40,1
18b,-1.39,0,39,2
19w,-1.4,0.010000000000000009,39,1
19b,-1.1,0.2999999999999998,36,3
20w,-1.54,0.43999999999999995,38,1
20b,-1.55,0,35,1
21w,-1.42,0,37,1
21b,-1.3,0.11999999999999988,34,1
22w,-2.08,0.78,36,1
22b,0.3,2.38,31,3
23w,0.22,0.07999999999999999,35,1
23b,0.33,0.11000000000000001,28,3
24w,0.23,0.1,34,1
24b,0.29,0.05999999999999997,26,2
25w,0.22,0.06999999999999998,32,2
25b,0.12,0,24,2
26w,0.0,0.12,31,1
26b,1.17,1.17,22,2
27w,-1.17,2.34,29,2
27b,-0.95,0.21999999999999997,20,2
28w,-1.12,0.17000000000000015,27,2
28b,-0.75,0.3700000000000001,19,1
29w,-0.82,0.06999999999999995,26,1
29b,-0.77,0.04999999999999993,18,1
30w,-0.92,0.15000000000000002,26,0
30b,0.0,0.92,15,3
31w,0.0,0,25,1
31b,5.3,5.3,10,5
32w,5.19,0.10999999999999943,24,1
32b,5.2,0.009999999999999787,8,2
33w,5.13,0.07000000000000028,23,1
33b,5.09,0,7,1
34w,5.07,0.019999999999999574,22,1
34b,54.44,49.37,6,1
1w,0.0,0,480,0
1b,-0.13,0,480,0
2w,-0.2,0.07,475,5
2b,-0.21,0,478,2
3w,-0.56,0.3500000000000001,471,4
3b,-0.04,0.52,476,2
4w,-0.25,0.21,465,6
4b,-0.19,0.06,463,13
5w,-0.24,0.04999999999999999,463,2
5b,-0.13,0.10999999999999999,461,2
6w,-0.18,0.04999999999999999,461,2
6b,-0.12,0.06,455,6
7w,-0.16,0.04000000000000001,459,2
7b,-0.07,0.09,454,1
8w,-0.16,0.09,451,8
8b,-0.22,0,448,6
9w,-0.29,0.06999999999999998,443,8
9b,-0.02,0.26999999999999996,447,1
10w,-0.45,0.43,417,26
10b,-0.15,0.30000000000000004,424,23
11w,-0.37,0.22,409,8
11b,-0.29,0.08000000000000002,421,3
12w,-0.96,0.6699999999999999,401,8
12b,-0.82,0.14,417,4
13w,-1.75,0.93,393,8
13b,-0.08,1.67,407,10
14w,-0.08,0,391,2
14b,-0.16,0,403,4
15w,-0.1,0,389,2
15b,-0.13,0,388,15
16w,-0.19,0.06,380,9
16b,-0.05,0.14,385,3
17w,-0.03,0,379,1
17b,1.81,1.84,379,6
18w,1.68,0.13000000000000012,374,5
18b,1.94,0.26,363,16
19w,1.65,0.29000000000000004,350,24
19b,2.18,0.5300000000000002,336,27
20w,2.11,0.07000000000000028,321,29
20b,2.15,0.040000000000000036,332,4
21w,2.12,0.029999999999999805,317,4
21b,2.17,0.04999999999999982,330,2
22w,2.1,0.06999999999999984,315,2
22b,2.12,0.020000000000000018,328,2
23w,1.94,0.18000000000000016,291,24
23b,2.14,0.20000000000000018,326,2
24w,1.98,0.16000000000000014,289,2
24b,2.23,0.25,315,11
25w,2.23,0,272,17
25b,2.26,0.029999999999999805,291,24
26w,2.29,0,250,22
26b,2.25,0,282,9
27w,2.22,0.029999999999999805,247,3
27b,2.17,0,267,15
28w,0.08,2.09,245,2
28b,0.09,0.009999999999999995,261,6
29w,-0.69,0.7799999999999999,210,35
29b,-0.77,0,251,10
30w,-0.82,0.04999999999999993,208,2
30b,1.05,1.87,243,8
31w,1.27,0,200,8
31b,1.26,0,236,7
32w,1.24,0.020000000000000018,198,2
32b,1.32,0.08000000000000007,235,1
33w,0.0,1.32,182,16
33b,4.15,4.15,223,12
34w,1.32,2.83,149,33
34b,1.97,0.6499999999999999,209,14
35w,0.08,1.89,138,11
35b,0.08,0,196,13
36w,0.0,0.08,122,16
36b,0.0,0,184,12
37w,0.0,0,88,34
37b,0.0,0,180,4
38w,-1.62,1.62,83,5
38b,-1.07,0.55,178,2
39w,-1.06,0,80,3
39b,-0.03,1.03,172,6
40w,-1.82,1.79,75,5
40b,-1.76,0.06000000000000005,166,6
41w,-1.8,0.040000000000000036,71,4
41b,-1.6,0.19999999999999996,165,1
42w,-1.81,0.20999999999999996,69,2
42b,-1.71,0.10000000000000009,160,5
43w,-1.62,0,67,2
43b,-1.25,0.3700000000000001,158,2
44w,-1.81,0.56,66,1
44b,-1.44,0.3700000000000001,141,17
45w,-3.65,2.21,61,5
45b,-3.47,0.17999999999999972,130,11
46w,-3.82,0.34999999999999964,60,1
46b,-3.66,0.1599999999999997,129,1
47w,-4.55,0.8899999999999997,53,7
47b,-4.13,0.41999999999999993,125,4
48w,-4.62,0.4900000000000002,52,1
48b,-4.52,0.10000000000000053,116,9
49w,-4.4,0,42,10
49b,-3.89,0.5100000000000002,106,10
50w,-3.81,0,39,3
50b,-3.65,0.16000000000000014,102,4
51w,-3.55,0,38,1
51b,-3.4,0.1499999999999999,95,7
52w,-4.78,1.3800000000000003,35,3
52b,-4.29,0.4900000000000002,94,1
53w,-4.78,0.4900000000000002,33,2
53b,-4.35,0.4300000000000006,92,2
54w,-5.35,1.0,31,2
54b,-5.27,0.08000000000000007,90,2
55w,-5.15,0,29,2
55b,-4.97,0.1800000000000006,88,2
56w,-5.04,0.07000000000000028,28,1
56b,-4.87,0.16999999999999993,86,2
57w,-4.89,0.019999999999999574,25,3
57b,-4.63,0.2599999999999998,84,2
58w,-4.17,0,21,4
58b,-3.96,0.20999999999999996,83,1
59w,-9.85,5.89,19,2
59b,-8.77,1.08,81,2
60w,-7.53,0,18,1
60b,-5.52,2.0100000000000007,79,2
61w,-10.0,4.48,16,2
61b,0.14,10.14,77,2
62w,0.16,0,14,2
62b,0.18,0.01999999999999999,71,6
63w,0.08,0.09999999999999999,12,2
63b,0.08,0,68,3
64w,0.08,0,11,1
64b,0.08,0,67,1
65w,0.08,0,9,2
65b,0.08,0,65,2
66w,0.08,0,6,3
66b,0.14,0.06000000000000001,64,1
67w,0.1,0.04000000000000001,5,1
67b,0.1,0,53,11
68w,-0.08,0.18,3,2
68b,0.22,0.3,52,1
69w,0.18,0.04000000000000001,1,2
69b,47.67,47.49,51,1
1w,0.09,0,60,0
1b,0.17,0.08000000000000002,60,0
2w,0.08,0.09000000000000001,59,1
2b,0.02,0,59,1
3w,-1.4,1.42,58,1
3b,-0.88,0.5199999999999999,58,1
4w,-2.43,1.5500000000000003,58,0
4b,-1.84,0.5900000000000001,58,0
5w,-6.11,4.2700000000000005,57,1
5b,-1.68,4.430000000000001,58,0
6w,-2.61,0.9299999999999999,57,0
6b,-2.16,0.44999999999999973,58,0
7w,-3.38,1.2199999999999998,56,1
7b,-3.24,0.13999999999999968,55,3
8w,-3.8,0.5599999999999996,54,2
8b,-3.4,0.3999999999999999,54,1
9w,-3.39,0,53,1
9b,-2.7,0.69,53,1
10w,-2.83,0.1299999999999999,52,1
10b,-2.6,0.22999999999999998,53,0
11w,-3.38,0.7799999999999998,51,1
11b,-3.22,0.1599999999999997,53,0
12w,-3.88,0.6599999999999997,49,2
12b,-3.45,0.4299999999999997,52,1
13w,-3.64,0.18999999999999995,48,1
13b,-3.14,0.5,50,2
14w,-4.08,0.94,47,1
14b,-3.77,0.31000000000000005,49,1
15w,-4.56,0.7899999999999996,45,2
15b,-4.45,0.10999999999999943,48,1
16w,-4.26,0,44,1
16b,-3.3,0.96,46,2
17w,-3.34,0.040000000000000036,43,1
17b,-3.02,0.31999999999999984,46,0
18w,-3.42,0.3999999999999999,42,1
18b,-2.47,0.9499999999999997,44,2
19w,-2.57,0.09999999999999964,40,2
19b,-2.48,0.08999999999999986,44,0
20w,-2.39,0,39,1
20b,-2.38,0.010000000000000231,44,0
21w,-2.02,0,38,1
21b,-1.63,0.3900000000000001,42,2
22w,-2.83,1.2000000000000002,36,2
22b,-1.38,1.4500000000000002,38,4
23w,-1.3,0,35,1
23b,-0.68,0.62,36,2
24w,-0.84,0.15999999999999992,34,1
24b,-0.08,0.76,34,2
25w,-0.1,0.020000000000000004,33,1
25b,0.87,0.97,32,2
26w,0.87,0,32,1
26b,1.1,0.2300000000000001,31,1
27w,0.25,0.8500000000000001,31,1
27b,0.53,0.28,30,1
28w,0.55,0,30,1
28b,3.22,2.67,27,3
29w,2.83,0.3900000000000001,28,2
29b,3.43,0.6000000000000001,25,2
30w,3.08,0.3500000000000001,27,1
30b,4.44,1.3600000000000003,24,1
31w,4.22,0.22000000000000064,27,0
31b,4.03,0,22,2
32w,3.93,0.10000000000000009,26,1
32b,5.94,2.0100000000000002,19,3
33w,5.63,0.3100000000000005,24,2
33b,10.0,4.37,19,0
1w,0.09,0,120,1
1b,0.17,0.08000000000000002,120,1
2w,0.03,0.14,119,2
2b,0.17,0.14,120,1
3w,0.08,0.09000000000000001,119,1
3b,0.09,0.009999999999999995,121,0
4w,0.03,0.06,119,1
4b,0.3,0.27,122,0
5w,0.11,0.19,118,2
5b,0.21,0.09999999999999999,123,0
6w,0.0,0.21,118,1
6b,0.04,0.04,123,1
7w,0.0,0.04,118,1
7b,0.56,0.56,122,2
8w,0.17,0.39,117,2
8b,0.27,0.1,122,1
9w,-0.39,0.66,115,3
9b,-0.29,0.10000000000000003,122,1
10w,-0.27,0,112,4
10b,-0.27,0,122,1
11w,-0.51,0.24,111,2
11b,-0.44,0.07,122,1
12w,-1.42,0.98,109,3
12b,-1.25,0.16999999999999993,119,4
13w,-1.33,0.08000000000000007,108,2
13b,-1.01,0.32000000000000006,119,1
14w,-4.23,3.2200000000000006,102,7
14b,-2.25,1.9800000000000004,118,2
15w,-3.1,0.8500000000000001,68,35
15b,-3.0,0.10000000000000009,118,1
16w,-3.42,0.41999999999999993,64,5
16b,-3.55,0,117,2
17w,-3.53,0,63,2
17b,-3.23,0.2999999999999998,98,20
18w,-3.83,0.6000000000000001,48,16
18b,-3.8,0.03000000000000025,90,9
19w,-3.82,0.020000000000000018,47,2
19b,-3.95,0,90,1
20w,-4.52,0.5699999999999994,36,12
20b,-3.11,1.4099999999999997,86,5
21w,-3.15,0.040000000000000036,35,2
21b,-2.98,0.16999999999999993,76,11
22w,-3.55,0.5699999999999998,33,3
22b,-3.29,0.2599999999999998,75,2
23w,-3.31,0.020000000000000018,30,4
23b,-3.01,0.30000000000000027,74,2
24w,-12.16,9.15,29,2
24b,-12.16,0,74,1
25w,-12.16,0,28,2
25b,-11.92,0.2400000000000002,73,2
26w,-58.52,46.6,25,4
26b,-22.34,36.18000000000001,60,14
27w,-10.0,0,24,2
27b,-10.0,0,60,1
28w,-10.0,0,11,14
28b,-10.0,0,42,19
1w,0.09,0,180,0
1b,0.27,0.18000000000000002,180,0
2w,0.31,0,178,2
2b,0.25,0,179,1
3w,0.25,0,176,2
3b,0.33,0.08000000000000002,178,1
4w,0.35,0,174,2
4b,0.33,0,177,1
5w,0.25,0.08000000000000002,171,3
5b,0.65,0.4,176,1
6w,0.58,0.07000000000000006,169,2
6b,0.74,0.16000000000000003,176,0
7w,0.67,0.06999999999999995,168,1
7b,0.52,0,176,0
8w,0.67,0,167,1
8b,0.78,0.10999999999999999,175,1
9w,0.49,0.29000000000000004,165,2
9b,0.77,0.28,172,3
10w,0.38,0.39,163,2
10b,0.9,0.52,171,1
11w,0.56,0.33999999999999997,161,2
11b,0.82,0.2599999999999999,169,2
12w,0.34,0.4799999999999999,158,3
12b,0.69,0.3499999999999999,167,2
13w,0.57,0.12,157,1
13b,0.63,0.06000000000000005,167,0
14w,0.63,0,155,2
14b,0.69,0.05999999999999994,165,2
15w,0.44,0.24999999999999994,151,4
15b,0.47,0.02999999999999997,159,6
16w,0.3,0.16999999999999998,150,1
16b,0.35,0.04999999999999999,153,6
17w,0.19,0.15999999999999998,147,3
17b,0.16,0,153,0
18w,0.02,0.14,144,3
18b,0.5,0.48,151,2
19w,0.0,0.5,143,1
19b,0.1,0.1,150,1
20w,-0.73,0.83,142,1
20b,-0.7,0.030000000000000027,140,10
21w,-1.21,0.51,129,13
21b,-1.22,0,134,6
22w,-1.18,0,127,2
22b,-0.98,0.19999999999999996,117,17
23w,-2.96,1.98,122,5
23b,-2.9,0.06000000000000005,109,8
24w,-2.98,0.08000000000000007,120,2
24b,-2.75,0.22999999999999998,103,6
25w,-4.14,1.3899999999999997,119,1
25b,-3.96,0.17999999999999972,102,1
26w,-3.98,0.020000000000000018,118,1
26b,-3.8,0.18000000000000016,98,4
27w,-3.88,0.08000000000000007,113,5
27b,-3.76,0.1200000000000001,97,1
28w,-4.0,0.2400000000000002,111,2
28b,-2.12,1.88,89,8
29w,-4.69,2.5700000000000003,94,17
29b,-4.49,0.20000000000000018,84,5
30w,-4.63,0.13999999999999968,92,2
30b,-4.64,0,72,12
31w,-4.62,0,91,1
31b,-4.3,0.3200000000000003,61,11
32w,-4.45,0.15000000000000036,89,2
32b,-4.06,0.39000000000000057,55,6
33w,-5.25,1.1900000000000004,87,2
33b,-5.05,0.20000000000000018,54,1
34w,-4.84,0,85,2
34b,-4.96,0,52,2
35w,-5.92,0.96,85,0
35b,-5.49,0.4299999999999997,51,1
36w,-8.57,3.08,83,2
36b,-5.97,2.6000000000000005,50,1
37w,-6.73,0.7600000000000007,81,2
37b,-6.31,0.4200000000000008,48,2
38w,-13.71,7.400000000000001,78,3
38b,-12.59,1.120000000000001,48,0
1w,0.08,0,300,3
1b,0.07,0,300,3
2w,0.07,0,302,1
2b,0.21,0.13999999999999999,300,3
3w,0.03,0.18,304,1
3b,0.22,0.19,301,2
4w,0.0,0.22,305,2
4b,0.55,0.55,293,11
5w,0.12,0.43000000000000005,303,5
5b,0.16,0.04000000000000001,290,6
6w,0.0,0.16,289,17
6b,0.3,0.3,292,1
7w,0.24,0.06,288,4
7b,0.21,0,285,10
8w,0.22,0,285,6
8b,0.61,0.39,286,2
9w,0.69,0,281,7
9b,0.85,0.16000000000000003,288,1
10w,0.53,0.31999999999999995,268,16
10b,1.24,0.71,284,7
11w,0.86,0.38,269,2
11b,0.82,0,283,4
12w,0.76,0.05999999999999994,265,7
12b,0.82,0.05999999999999994,284,2
13w,0.7,0.12,176,92
13b,0.77,0.07000000000000006,271,16
14w,0.53,0.24,130,49
14b,0.49,0,260,14
15w,0.53,0,130,3
15b,0.98,0.44999999999999996,230,33
16w,0.72,0.26,123,10
16b,1.07,0.3500000000000001,226,7
17w,1.14,0,106,20
17b,2.33,1.1900000000000002,216,13
18w,2.26,0.07000000000000028,102,7
18b,2.22,0,206,13
19w,1.89,0.3300000000000003,103,2
19b,1.81,0,203,6
20w,1.22,0.5900000000000001,104,2
20b,1.32,0.10000000000000009,197,9
21w,1.09,0.22999999999999998,100,7
21b,1.23,0.1399999999999999,178,22
22w,0.95,0.28,73,30
22b,1.32,0.3700000000000001,173,8
23w,0.98,0.3400000000000001,73,3
23b,0.91,0,168,8
24w,0.67,0.24,32,44
24b,0.77,0.09999999999999998,168,3
25w,-0.11,0.88,34,1
25b,0.12,0.22999999999999998,169,2
26w,-0.37,0.49,36,1
26b,0.76,1.13,153,19
27w,0.4,0.36,25,14
27b,0.36,0,153,3
28w,0.35,0.010000000000000009,27,1
28b,0.52,0.17000000000000004,142,14
29w,0.47,0.050000000000000044,27,3
29b,0.58,0.10999999999999999,135,10
30w,0.2,0.37999999999999995,27,3
30b,0.18,0,137,1
31w,0.27,0,19,11
31b,0.46,0.19,138,2
32w,-0.21,0.67,12,10
32b,-0.11,0.09999999999999999,136,5
33w,-0.16,0.05,10,5
33b,0.28,0.44000000000000006,135,4
34w,-0.88,1.1600000000000001,10,3
34b,-0.85,0.030000000000000027,132,6
35w,-0.91,0.06000000000000005,10,3
35b,-0.81,0.09999999999999998,134,1
36w,-1.3,0.49,11,2
36b,-1.03,0.27,135,2
37w,-1.22,0.18999999999999995,9,5
37b,-0.85,0.37,129,9
38w,-0.91,0.06000000000000005,9,3
38b,-0.92,0,116,16
39w,-2.14,1.2200000000000002,6,6
39b,-1.72,0.42000000000000015,106,13
40w,-14.7,12.979999999999999,6,3
40b,-13.39,1.3099999999999987,105,4
1w,0.08,0,600,0
1b,0.24,0.15999999999999998,600,0
2w,0.04,0.19999999999999998,594,6
2b,0.21,0.16999999999999998,598,2
3w,0.26,0,584,10
3b,0.17,0,586,12
4w,0.25,0,579,5
4b,0.12,0,580,6
5w,0.11,0.009999999999999995,573,6
5b,0.17,0.06000000000000001,559,21
6w,0.11,0.06000000000000001,567,6
6b,0.18,0.06999999999999999,513,46
7w,0.22,0,554,13
7b,0.34,0.12000000000000002,506,7
8w,0.14,0.2,553,1
8b,0.45,0.31,486,20
9w,0.12,0.33,545,8
9b,1.12,1.0,473,13
10w,0.85,0.27000000000000013,514,31
10b,1.67,0.82,382,91
11w,1.63,0.040000000000000036,495,19
11b,1.6,0,382,0
12w,0.86,0.7400000000000001,494,1
12b,1.23,0.37,354,28
13w,1.04,0.18999999999999995,483,11
13b,1.95,0.9099999999999999,316,38
14w,1.88,0.07000000000000006,469,14
14b,2.01,0.1299999999999999,316,0
15w,1.89,0.11999999999999988,467,2
15b,1.91,0.020000000000000018,312,4
16w,1.81,0.09999999999999987,462,5
16b,1.93,0.11999999999999988,296,16
17w,1.6,0.32999999999999985,432,30
17b,1.93,0.32999999999999985,274,22
18w,1.75,0.17999999999999994,422,10
18b,2.42,0.6699999999999999,229,45
19w,2.25,0.16999999999999993,408,14
19b,11.97,9.72,196,33
20w,11.63,0.33999999999999986,392,16
20b,11.49,0,177,19
21w,11.25,0.2400000000000002,385,7
21b,11.89,0.6400000000000006,153,24
22w,11.64,0.25,372,13
22b,10.81,0,152,1
23w,10.68,0.13000000000000078,371,1
23b,10.0,0,139,13
1w,0.09,0,900,10
1b,0.17,0.08000000000000002,900,10
2w,0.0,0.17,892,18
2b,0.05,0.05,905,5
3w,0.0,0.05,900,2
3b,0.0,0,911,4
4w,0.19,0,907,3
4b,0.0,0,916,5
5w,0.0,0,910,7
5b,0.42,0.42,919,7
6w,0.14,0.27999999999999997,914,6
6b,0.5,0.36,923,6
7w,-0.03,0.53,913,11
7b,0.4,0.43000000000000005,836,97
8w,-0.53,0.93,902,21
8b,-0.2,0.33,802,44
9w,-0.21,0.009999999999999981,908,4
9b,-0.15,0.06,800,12
10w,-0.4,0.25,915,3
10b,-0.03,0.37,767,43
11w,-0.5,0.47,916,9
11b,-0.5,0,775,2
12w,-1.03,0.53,924,2
12b,-1.04,0,737,48
13w,-1.25,0.20999999999999996,928,6
13b,-1.0,0.25,745,2
14w,-1.36,0.3600000000000001,930,8
14b,-0.92,0.44000000000000006,629,126
15w,-1.09,0.17000000000000004,934,6
15b,-1.01,0.08000000000000007,563,76
16w,-1.03,0.020000000000000018,942,2
16b,-0.86,0.17000000000000004,568,5
17w,-0.95,0.08999999999999997,947,5
17b,0.28,1.23,571,7
18w,-0.26,0.54,955,2
18b,1.06,1.32,537,44
19w,0.98,0.08000000000000007,744,221
19b,1.29,0.31000000000000005,502,45
20w,1.24,0.050000000000000044,750,4
20b,1.16,0,509,3
21w,0.52,0.6399999999999999,738,22
21b,1.57,1.05,421,98
22w,-1.43,3.0,735,13
22b,-1.17,0.26,427,4
23w,-1.23,0.06000000000000005,744,1
23b,-1.35,0,432,5
24w,-1.46,0.10999999999999988,727,27
24b,-1.3,0.15999999999999992,439,3
25w,-1.35,0.050000000000000044,736,1
25b,-0.74,0.6100000000000001,426,23
26w,-0.85,0.10999999999999999,741,5
26b,-0.64,0.20999999999999996,411,25
27w,-0.75,0.10999999999999999,745,6
27b,-0.56,0.18999999999999995,411,10
28w,-0.65,0.08999999999999997,752,3
28b,-0.17,0.48,377,44
29w,-0.6,0.42999999999999994,730,32
29b,-0.15,0.44999999999999996,325,62
30w,-0.44,0.29000000000000004,722,18
30b,-0.37,0.07,300,35
31w,-0.39,0.020000000000000018,727,5
31b,-0.35,0.040000000000000036,298,12
32w,-0.37,0.020000000000000018,677,60
32b,-0.27,0.09999999999999998,272,36
33w,-0.39,0.12,680,7
33b,-0.22,0.17,272,10
34w,-0.76,0.54,545,145
34b,-0.54,0.21999999999999997,268,14
35w,-0.47,0,552,3
35b,-0.45,0.019999999999999962,266,12
36w,-4.03,3.58,454,108
36b,-3.91,0.1200000000000001,253,23
37w,-3.77,0,462,2
37b,-3.15,0.6200000000000001,257,6
38w,-6.88,3.73,446,26
38b,-6.8,0.08000000000000007,261,6
39w,-6.73,0,454,2
39b,-6.55,0.1800000000000006,269,2
40w,-6.4,0,460,4
40b,-5.97,0.4300000000000006,272,7
1w,0.09,0,300,0
1b,0.17,0.08000000000000002,300,0
2w,0.03,0.14,292,8
2b,0.17,0.14,298,2
3w,0.08,0.09000000000000001,288,4
3b,0.09,0.009999999999999995,296,2
4w,0.03,0.06,286,2
4b,0.3,0.27,294,2
5w,0.11,0.19,282,4
5b,0.21,0.09999999999999999,291,3
6w,0.0,0.21,279,3
6b,0.42,0.42,286,5
7w,0.32,0.09999999999999998,275,4
7b,0.37,0.04999999999999999,281,5
8w,0.38,0,270,5
8b,0.5,0.12,278,3
9w,0.38,0.12,267,3
9b,0.49,0.10999999999999999,272,6
10w,0.51,0,262,5
10b,1.97,1.46,265,7
11w,1.94,0.030000000000000027,258,4
11b,3.55,1.6099999999999999,230,35
12w,3.65,0,255,3
12b,3.6,0,224,6
13w,3.73,0,253,2
13b,5.39,1.6599999999999997,217,7
1w,0.09,0,300,0
1b,0.29,0.19999999999999998,300,0
2w,0.24,0.04999999999999999,298,2
2b,0.24,0,296,4
3w,0.13,0.10999999999999999,297,1
3b,0.08,0,287,9
4w,0.06,0.020000000000000004,296,1
4b,0.16,0.1,275,12
5w,0.13,0.03,293,3
5b,0.14,0.010000000000000009,274,1
6w,-0.06,0.2,292,1
6b,0.14,0.2,271,3
7w,0.0,0.14,291,1
7b,0.11,0.11,267,4
8w,0.0,0.11,289,2
8b,0.0,0,261,6
9w,0.0,0,288,1
9b,0.0,0,255,6
10w,-0.07,0.07,287,1
10b,0.0,0.07,252,3
11w,-0.1,0.1,285,2
11b,0.27,0.37,238,14
12w,0.21,0.060000000000000026,275,10
12b,0.42,0.21,231,7
13w,0.17,0.24999999999999997,274,1
13b,0.22,0.04999999999999999,225,6
14w,0.17,0.04999999999999999,271,3
14b,0.26,0.09,219,6
15w,0.1,0.16,259,12
15b,0.29,0.18999999999999997,214,5
16w,0.27,0.019999999999999962,257,2
16b,0.48,0.20999999999999996,210,4
17w,-0.15,0.63,240,17
17b,0.72,0.87,203,7
18w,0.76,0,232,8
18b,0.74,0,198,5
19w,-0.28,1.02,201,31
19b,-0.19,0.09000000000000002,191,7
20w,-0.27,0.08000000000000002,199,2
20b,-0.1,0.17,187,4
21w,-0.15,0.04999999999999999,171,28
21b,0.26,0.41000000000000003,182,5
22w,0.0,0.26,162,9
22b,0.55,0.55,177,5
23w,-0.37,0.92,151,11
23b,-0.42,0,172,5
24w,-1.02,0.6000000000000001,149,2
24b,-1.04,0,167,5
